ensembl_gene_id	description
ENSOCUG00000016093	actin binding LIM protein family member 3 
ENSOCUG00000021455	
ENSOCUG00000015860	
ENSOCUG00000010280	progesterone receptor membrane component 1 
ENSOCUG00000007604	APC membrane recruitment protein 2 
ENSOCUG00000029408	
ENSOCUG00000021852	
ENSOCUG00000024409	MON1 homolog B, secretory trafficking associated 
ENSOCUG00000004211	transmembrane protein 102 
ENSOCUG00000026649	
ENSOCUG00000002186	
ENSOCUG00000003930	cholinergic receptor muscarinic 5 
ENSOCUG00000007401	calcium voltage-gated channel auxiliary subunit beta 3 
ENSOCUG00000010087	
ENSOCUG00000008893	ER membrane protein complex subunit 7 
ENSOCUG00000022039	
ENSOCUG00000004546	
ENSOCUG00000002189	potassium voltage-gated channel interacting protein 4 
ENSOCUG00000025010	synaptonemal complex central element protein 1 like 
ENSOCUG00000000293	
ENSOCUG00000010843	protein kinase C delta 
ENSOCUG00000013248	solute carrier family 25 member 43 
ENSOCUG00000005547	chromosome 17 open reading frame 74 
ENSOCUG00000017654	katanin regulatory subunit B1 like 1 
ENSOCUG00000005657	
ENSOCUG00000014350	ADAM metallopeptidase with thrombospondin type 1 motif 18 
ENSOCUG00000013268	solute carrier family 25 member 5 
ENSOCUG00000005542	spermatid maturation 1 
ENSOCUG00000006160	ER membrane protein complex subunit 4 
ENSOCUG00000010595	
ENSOCUG00000005539	neuroligin 2 
ENSOCUG00000005399	erythropoietin precursor  
ENSOCUG00000005645	tripartite motif containing 67 
ENSOCUG00000000919	adhesion G protein-coupled receptor A3 
ENSOCUG00000015904	transketolase 
ENSOCUG00000011793	
ENSOCUG00000016739	
ENSOCUG00000011782	mitochondrial intermediate peptidase 
ENSOCUG00000016114	actin filament associated protein 1 like 1 
ENSOCUG00000006162	solute carrier family 12 member 6 
ENSOCUG00000017922	Oryctolagus cuniculus ATP-binding cassette, sub-family D (ALD), member 1 (ABCD1), mRNA. 
ENSOCUG00000016730	chromosome X open reading frame 56 
ENSOCUG00000007818	POP7 homolog, ribonuclease P/MRP subunit 
ENSOCUG00000023617	
ENSOCUG00000023059	
ENSOCUG00000000494	ARV1 homolog, fatty acid homeostasis modulator 
ENSOCUG00000027277	
ENSOCUG00000022861	F-box protein 24 
ENSOCUG00000016741	NFKB repressing factor 
ENSOCUG00000005534	
ENSOCUG00000000489	tetratricopeptide repeat domain 13 
ENSOCUG00000003928	septin 6 
ENSOCUG00000005568	glucosylceramidase beta 3 (gene/pseudogene) 
ENSOCUG00000014668	PPARG coactivator 1 alpha 
ENSOCUG00000017921	B-cell receptor-associated protein 31 
ENSOCUG00000000983	TMEM256-PLSCR3 readthrough (NMD candidate) 
ENSOCUG00000001414	DEAD-box helicase 23 
ENSOCUG00000001929	complement C6 
ENSOCUG00000001859	nudix hydrolase 7 
ENSOCUG00000016138	
ENSOCUG00000002663	GRB10 interacting GYF protein 1 
ENSOCUG00000001863	vesicle amine transport 1 like 
ENSOCUG00000011779	TNF receptor superfamily member 19 
ENSOCUG00000010916	sacsin molecular chaperone 
ENSOCUG00000026849	lactase-phlorizin hydrolase precursor  
ENSOCUG00000008337	prenylcysteine oxidase 1 like 
ENSOCUG00000001866	C-type lectin domain family 3 member A 
ENSOCUG00000002504	WW domain containing oxidoreductase 
ENSOCUG00000003788	sarcoglycan gamma 
ENSOCUG00000022416	
ENSOCUG00000016145	interleukin 17B 
ENSOCUG00000008578	dynein light chain roadblock-type 2 
ENSOCUG00000011971	decapping mRNA 1A 
ENSOCUG00000025052	tyrosine kinase non receptor 1 
ENSOCUG00000008581	chromodomain Y-like 2 
ENSOCUG00000026260	
ENSOCUG00000010213	UPF3 regulator of nonsense transcripts homolog B (yeast) 
ENSOCUG00000006669	casein kinase 1 alpha 1 
ENSOCUG00000026967	chromosome 1 open reading frame 198 
ENSOCUG00000003026	DEAH-box helicase 15 
ENSOCUG00000013790	C-X9-C motif containing 2 
ENSOCUG00000025362	Rho family GTPase 1 
ENSOCUG00000000024	centromere protein N 
ENSOCUG00000002877	phosphatidylinositol specific phospholipase C X domain containing 3 
ENSOCUG00000000483	calpain 9 
ENSOCUG00000026025	coiled-coil domain containing 65 
ENSOCUG00000016207	
ENSOCUG00000009231	3-oxoacid CoA-transferase 1 
ENSOCUG00000009612	A-kinase anchoring protein 14 
ENSOCUG00000023440	
ENSOCUG00000013474	calcium voltage-gated channel subunit alpha1 D 
ENSOCUG00000009613	
ENSOCUG00000002657	G protein subunit beta 2 
ENSOCUG00000007807	ATM interactor 
ENSOCUG00000021294	transmembrane protein 95 
ENSOCUG00000009574	
ENSOCUG00000024117	
ENSOCUG00000026228	potassium channel tetramerization domain containing 11 
ENSOCUG00000007811	chromosome 16 open reading frame 46 
ENSOCUG00000011557	glycine cleavage system protein H 
ENSOCUG00000022890	
ENSOCUG00000000732	fibroblast growth factor 9 
ENSOCUG00000029502	mitochondrial calcium uptake 2 
ENSOCUG00000002399	pregnancy up-regulated nonubiquitous CaM kinase 
ENSOCUG00000016538	minichromosome maintenance complex component 6 
ENSOCUG00000001446	zinc finger DHHC-type containing 20 
ENSOCUG00000007460	superoxide dismutase 3, extracellular 
ENSOCUG00000015300	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 
ENSOCUG00000014727	actin like 6B 
ENSOCUG00000009580	Wnt family member 10B 
ENSOCUG00000011939	
ENSOCUG00000006829	Rho guanine nucleotide exchange factor 37 
ENSOCUG00000024319	
ENSOCUG00000029553	
ENSOCUG00000001088	polysaccharide biosynthesis domain containing 1 
ENSOCUG00000007463	coiled-coil domain containing 149 
ENSOCUG00000007576	fibroblast growth factor 16 
ENSOCUG00000008068	butyrylcholinesterase 
ENSOCUG00000026066	Wnt family member 1 
ENSOCUG00000007579	ATRX, chromatin remodeler 
ENSOCUG00000013833	PPARG coactivator 1 beta 
ENSOCUG00000020972	cytochrome P450 2C14 precursor  
ENSOCUG00000004764	leucine rich repeat LGI family member 2 
ENSOCUG00000021158	dual specificity phosphatase 9 
ENSOCUG00000016778	zinc finger B-box domain containing 
ENSOCUG00000004047	spindle and kinetochore associated complex subunit 3 
ENSOCUG00000008404	dendrin 
ENSOCUG00000002393	family with sequence similarity 58 member A 
ENSOCUG00000008409	protein kinase AMP-activated non-catalytic subunit gamma 1 
ENSOCUG00000000478	angiotensinogen 
ENSOCUG00000008262	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase 
ENSOCUG00000009242	chromosome 5 open reading frame 51 
ENSOCUG00000027182	
ENSOCUG00000000609	transferrin receptor 2 
ENSOCUG00000000472	component of oligomeric golgi complex 2 
ENSOCUG00000012716	Sin3A associated protein 18 
ENSOCUG00000001072	beta-carotene oxygenase 1 
ENSOCUG00000029623	ATPase plasma membrane Ca2+ transporting 3 
ENSOCUG00000009248	F-box protein 4 
ENSOCUG00000013850	phosphodiesterase 6A 
ENSOCUG00000014790	aspartyl-tRNA synthetase 
ENSOCUG00000009783	serpin family I member 2 
ENSOCUG00000009442	large tumor suppressor kinase 2 
ENSOCUG00000029130	
ENSOCUG00000008496	growth hormone receptor 
ENSOCUG00000015972	
ENSOCUG00000008490	exportin 4 
ENSOCUG00000001073	gigaxonin 
ENSOCUG00000009788	
ENSOCUG00000006202	lysine methyltransferase 2D 
ENSOCUG00000015990	zinc finger CCHC-type containing 4 
ENSOCUG00000015413	programmed cell death 10 
ENSOCUG00000002120	c-Maf inducing protein 
ENSOCUG00000001923	C-X-C motif chemokine receptor 4 
ENSOCUG00000004494	thrombospondin type 1 domain containing 7B 
ENSOCUG00000003391	coiled-coil domain containing 152 
ENSOCUG00000006839	piggyBac transposable element derived 5 
ENSOCUG00000016004	anaphase promoting complex subunit 4 
ENSOCUG00000006173	
ENSOCUG00000000203	
ENSOCUG00000017509	serpin family I member 1 
ENSOCUG00000029246	
ENSOCUG00000013105	phospholipase C gamma 2 
ENSOCUG00000015265	
ENSOCUG00000006175	
ENSOCUG00000017804	zinc finger protein 131 
ENSOCUG00000017808	NIM1 serine/threonine protein kinase 
ENSOCUG00000015958	polypeptide N-acetylgalactosaminyltransferase 2 
ENSOCUG00000005694	
ENSOCUG00000003942	
ENSOCUG00000009065	histamine N-methyltransferase 
ENSOCUG00000003569	3-hydroxy-3-methylglutaryl-CoA synthase 1 
ENSOCUG00000003940	
ENSOCUG00000014160	ATPase copper transporting alpha 
ENSOCUG00000015280	cytochrome P450 2C2 precursor  
ENSOCUG00000002528	leucine rich repeats and calponin homology domain containing 4 
ENSOCUG00000023931	biglycan 
ENSOCUG00000003414	intraflagellar transport 88 
ENSOCUG00000006944	speckle type BTB/POZ protein like 
ENSOCUG00000029708	
ENSOCUG00000005409	golgi integral membrane protein 4 
ENSOCUG00000006180	lysophosphatidylcholine acyltransferase 4 
ENSOCUG00000010243	
ENSOCUG00000007934	
ENSOCUG00000026297	neurexophilin 2 
ENSOCUG00000025967	chloride voltage-gated channel 4 
ENSOCUG00000009355	transmembrane protein 267 
ENSOCUG00000029221	
ENSOCUG00000025059	
ENSOCUG00000013715	chromosome 5 open reading frame 34 
ENSOCUG00000024190	
ENSOCUG00000021532	
ENSOCUG00000013871	solute carrier family 26 member 2 
ENSOCUG00000006414	
ENSOCUG00000002739	
ENSOCUG00000016881	Ras homolog enriched in brain like 1 
ENSOCUG00000029595	
ENSOCUG00000007500	HMG-box containing 3 
ENSOCUG00000017165	LDL receptor related protein 1B 
ENSOCUG00000027933	
ENSOCUG00000022863	
ENSOCUG00000001269	nicotinamide nucleotide transhydrogenase 
ENSOCUG00000023649	
ENSOCUG00000010171	MDS1 and EVI1 complex locus 
ENSOCUG00000002376	HAUS augmin like complex subunit 7 
ENSOCUG00000016649	short chain dehydrogenase/reductase family 42E, member 1 
ENSOCUG00000016655	hydroxysteroid 17-beta dehydrogenase 2 
ENSOCUG00000002944	solute carrier family 34 member 2 
ENSOCUG00000024249	G protein pathway suppressor 2 
ENSOCUG00000014726	
ENSOCUG00000027938	Sin3A associated protein 25 
ENSOCUG00000008644	
ENSOCUG00000024341	
ENSOCUG00000025797	
ENSOCUG00000029219	desert hedgehog 
ENSOCUG00000008631	ArfGAP with FG repeats 2 
ENSOCUG00000023119	
ENSOCUG00000011586	limb development membrane protein 1 like 
ENSOCUG00000025617	
ENSOCUG00000017452	Rho related BTB domain containing 2 
ENSOCUG00000027677	
ENSOCUG00000029158	
ENSOCUG00000001286	heat shock factor binding protein 1 
ENSOCUG00000016223	
ENSOCUG00000022133	
ENSOCUG00000010700	URB2 ribosome biogenesis 2 homolog (S. cerevisiae) 
ENSOCUG00000025881	
ENSOCUG00000003810	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1 
ENSOCUG00000017195	SEL1L family member 3 
ENSOCUG00000013461	crystallin lambda 1 
ENSOCUG00000010496	oxidative stress induced growth inhibitor 1 
ENSOCUG00000021129	
ENSOCUG00000021916	TSC22 domain family member 4 
ENSOCUG00000015255	
ENSOCUG00000023080	
ENSOCUG00000006830	
ENSOCUG00000014717	
ENSOCUG00000003248	actin related protein T3 
ENSOCUG00000003252	myoneurin 
ENSOCUG00000017162	
ENSOCUG00000010697	TATA-box binding protein associated factor 5 like 
ENSOCUG00000021056	colony stimulating factor 1 receptor 
ENSOCUG00000016421	glutamate ionotropic receptor NMDA type subunit associated protein 1 
ENSOCUG00000013449	recombination signal binding protein for immunoglobulin kappa J region 
ENSOCUG00000017112	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha 
ENSOCUG00000015064	Y-box binding protein 2 
ENSOCUG00000003256	leucine rich repeat containing 34 
ENSOCUG00000022090	spermatogenesis and centriole associated 1 
ENSOCUG00000013457	cholecystokinin receptor type A  
ENSOCUG00000023849	
ENSOCUG00000021293	
ENSOCUG00000011664	
ENSOCUG00000027989	
ENSOCUG00000015668	charged multivesicular body protein 7 
ENSOCUG00000024411	chromosome 7 open reading frame 61 
ENSOCUG00000024888	
ENSOCUG00000025401	protein phosphatase 1 regulatory subunit 35 
ENSOCUG00000022559	
ENSOCUG00000008499	fibroblast growth factor 10 
ENSOCUG00000007486	
ENSOCUG00000005894	prothymosin, alpha 
ENSOCUG00000029324	methylphosphate capping enzyme 
ENSOCUG00000004207	mitochondrial ribosomal protein S30 
ENSOCUG00000024636	TBC/LysM-associated domain containing 1 
ENSOCUG00000017084	hyperpolarization activated cyclic nucleotide gated potassium channel 1 
ENSOCUG00000026583	
ENSOCUG00000003264	leucine rich repeats and IQ motif containing 4 
ENSOCUG00000015240	solute carrier family 2 member 4 
ENSOCUG00000027812	tubulin alpha 1a 
ENSOCUG00000009074	choline dehydrogenase 
ENSOCUG00000023554	R3H domain and coiled-coil containing 1 
ENSOCUG00000017094	sperm associated antigen 6 
ENSOCUG00000012083	
ENSOCUG00000008711	sterile alpha motif domain containing 7 
ENSOCUG00000014762	coactosin like F-actin binding protein 1 
ENSOCUG00000024326	
ENSOCUG00000001261	
ENSOCUG00000014388	zinc finger CW-type and PWWP domain containing 1 
ENSOCUG00000014596	lysyl oxidase like 2 
ENSOCUG00000013465	TBC1 domain family member 19 
ENSOCUG00000016659	embigin 
ENSOCUG00000006194	kynureninase 
ENSOCUG00000008720	SEC62 homolog, preprotein translocation factor 
ENSOCUG00000010881	kelch like family member 36 
ENSOCUG00000022903	
ENSOCUG00000013508	interleukin 17 receptor B 
ENSOCUG00000014454	poly(ADP-ribose) polymerase family member 8 
ENSOCUG00000007300	
ENSOCUG00000016922	
ENSOCUG00000005931	
ENSOCUG00000028032	tubulin alpha 1c 
ENSOCUG00000005420	
ENSOCUG00000001630	
ENSOCUG00000009085	ARP8 actin-related protein 8 homolog 
ENSOCUG00000026851	gap junction protein beta 6 
ENSOCUG00000007926	ubiquitin specific peptidase 10 
ENSOCUG00000013531	stromal antigen 3 
ENSOCUG00000016192	cysteinyl leukotriene receptor 1 
ENSOCUG00000023205	
ENSOCUG00000010156	gap junction protein beta 2 
ENSOCUG00000001725	platelet derived growth factor receptor beta 
ENSOCUG00000025689	zinc finger CCHC-type containing 5 
ENSOCUG00000008194	lysophosphatidic acid receptor 4 
ENSOCUG00000014185	stromal interaction molecule 2 
ENSOCUG00000011768	FERM and PDZ domain containing 2 
ENSOCUG00000021445	
ENSOCUG00000014507	purinergic receptor P2Y10 
ENSOCUG00000013094	G protein-coupled receptor 160 
ENSOCUG00000013120	polyhomeotic homolog 3 
ENSOCUG00000003931	gap junction protein alpha 3 
ENSOCUG00000010072	olfactory receptor family 4 subfamily K member 17 
ENSOCUG00000000471	Rho GTPase activating protein 15 
ENSOCUG00000006188	peripherin 
ENSOCUG00000024395	
ENSOCUG00000017086	zinc finger MYM-type containing 2 
ENSOCUG00000001794	olfactory receptor family 4 subfamily N member 5 
ENSOCUG00000002102	glycosyltransferase like domain containing 1 
ENSOCUG00000005049	G protein-coupled receptor 174 
ENSOCUG00000012542	calcium voltage-gated channel auxiliary subunit alpha2delta 3 
ENSOCUG00000002873	mitogen-activated protein kinase 8 
ENSOCUG00000008651	integral membrane protein 2A 
ENSOCUG00000027880	zinc finger E-box binding homeobox 2 
ENSOCUG00000026856	
ENSOCUG00000010259	COMM domain containing 3 
ENSOCUG00000000290	protocadherin 7 
ENSOCUG00000002513	olfactory receptor family 4 subfamily L member 1 
ENSOCUG00000013877	zinc finger MYM-type containing 5 
ENSOCUG00000026687	
ENSOCUG00000013685	T-box 22 
ENSOCUG00000029393	
ENSOCUG00000006153	paraspeckle component 1 
ENSOCUG00000007002	claudin 7 
ENSOCUG00000023285	trophinin associated protein 
ENSOCUG00000015669	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 
ENSOCUG00000029358	cysteine rich secretory protein LCCL domain containing 2 
ENSOCUG00000017139	olfactory receptor family 4 subfamily K member 14 
ENSOCUG00000003057	KIAA0513 
ENSOCUG00000026293	leucine rich repeats and transmembrane domains 1 
ENSOCUG00000000380	Wnt family member 5A 
ENSOCUG00000004801	complement C1q binding protein 
ENSOCUG00000029304	
ENSOCUG00000000766	olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene) 
ENSOCUG00000010720	
ENSOCUG00000026420	
ENSOCUG00000016398	activin A receptor type 2A 
ENSOCUG00000023830	
ENSOCUG00000024374	
ENSOCUG00000007000	elongator acetyltransferase complex subunit 5 
ENSOCUG00000024762	CDC28 protein kinase regulatory subunit 2 
ENSOCUG00000023358	
ENSOCUG00000000429	M-phase phosphoprotein 8 
ENSOCUG00000022584	family with sequence similarity 92 member B 
ENSOCUG00000004577	
ENSOCUG00000022926	DnaJ heat shock protein family (Hsp40) member C1 
ENSOCUG00000001071	olfactory receptor family 4 subfamily K member 15 
ENSOCUG00000009555	Rho GTPase activating protein 22 
ENSOCUG00000001367	family with sequence similarity 46 member D 
ENSOCUG00000029151	
ENSOCUG00000021984	complement C1q like 4 
ENSOCUG00000008043	ELKS/RAB6-interacting/CAST family member 2 
ENSOCUG00000014529	poly(ADP-ribose) polymerase family member 4 
ENSOCUG00000027595	
ENSOCUG00000016805	spermatogenesis associated serine rich 2 
ENSOCUG00000022541	
ENSOCUG00000021732	
ENSOCUG00000014563	protein kinase C iota 
ENSOCUG00000006040	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 
ENSOCUG00000025465	
ENSOCUG00000021173	
ENSOCUG00000021598	
ENSOCUG00000009233	ADNP homeobox 2 
ENSOCUG00000006243	WDFY family member 4 
ENSOCUG00000026656	
ENSOCUG00000027605	ISL LIM homeobox 1 
ENSOCUG00000027636	
ENSOCUG00000021501	Cytochrome P450 2C5  
ENSOCUG00000021282	
ENSOCUG00000015998	
ENSOCUG00000016412	origin recognition complex subunit 4 
ENSOCUG00000023914	
ENSOCUG00000027494	CTD nuclear envelope phosphatase 1 
ENSOCUG00000012479	caudal type homeobox 1 
ENSOCUG00000013244	coiled-coil domain containing 66 
ENSOCUG00000005170	
ENSOCUG00000023146	potassium voltage-gated channel subfamily H member 3 
ENSOCUG00000004073	twist family bHLH transcription factor 2 
ENSOCUG00000004508	olfactory receptor family 4 subfamily K member 5 
ENSOCUG00000006404	solute carrier family 6 member 7 
ENSOCUG00000010432	methyl-CpG binding domain protein 5 
ENSOCUG00000001098	death domain containing 1 
ENSOCUG00000022001	olfactory receptor family 4 subfamily K member 2 
ENSOCUG00000011357	integrin subunit alpha 1 
ENSOCUG00000021014	
ENSOCUG00000000587	DnaJ heat shock protein family (Hsp40) member C13 
ENSOCUG00000029345	high mobility group nucleosome binding domain 5 
ENSOCUG00000006997	GABA type A receptor-associated protein 
ENSOCUG00000012712	enhancer of polycomb homolog 2 
ENSOCUG00000014035	
ENSOCUG00000025676	
ENSOCUG00000007405	centromere protein J 
ENSOCUG00000028103	
ENSOCUG00000012238	NACHT and WD repeat domain containing 2 
ENSOCUG00000026375	
ENSOCUG00000013263	family with sequence similarity 208 member A 
ENSOCUG00000007384	ring finger protein 17 
ENSOCUG00000025499	
ENSOCUG00000003831	chromosome 4 open reading frame 19 
ENSOCUG00000027690	
ENSOCUG00000023115	
ENSOCUG00000021939	
ENSOCUG00000023274	
ENSOCUG00000006990	PHD finger protein 23 
ENSOCUG00000003419	RELT like 1 
ENSOCUG00000025627	
ENSOCUG00000009699	kinesin family member 5C 
ENSOCUG00000013509	SKI like proto-oncogene 
ENSOCUG00000011160	
ENSOCUG00000013740	phosphoglucomutase 2 
ENSOCUG00000025178	leucine rich repeat containing 18 
ENSOCUG00000012718	
ENSOCUG00000005520	claudin 11 
ENSOCUG00000004715	
ENSOCUG00000029757	
ENSOCUG00000027908	
ENSOCUG00000005222	
ENSOCUG00000013280	Rho guanine nucleotide exchange factor 3 
ENSOCUG00000012207	nebulette 
ENSOCUG00000005585	solute carrier family 7 member 14 
ENSOCUG00000027947	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1576 (ORYCUNV1R1576), mRNA. 
ENSOCUG00000024682	
ENSOCUG00000017594	
ENSOCUG00000021843	
ENSOCUG00000006978	dishevelled segment polarity protein 2 
ENSOCUG00000023902	pelota homolog (Drosophila) 
ENSOCUG00000024331	
ENSOCUG00000016981	
ENSOCUG00000026685	
ENSOCUG00000021892	
ENSOCUG00000009389	
ENSOCUG00000016821	microspherule protein 1 
ENSOCUG00000006996	BCL2 associated agonist of cell death 
ENSOCUG00000011387	integrin subunit alpha 2 
ENSOCUG00000026511	
ENSOCUG00000022576	
ENSOCUG00000026357	
ENSOCUG00000010500	NECAP endocytosis associated 2 
ENSOCUG00000006773	
ENSOCUG00000023558	
ENSOCUG00000014962	
ENSOCUG00000010927	POU class 3 homeobox 4 
ENSOCUG00000012179	
ENSOCUG00000024049	
ENSOCUG00000012442	TBC1 domain family member 1 
ENSOCUG00000014051	interleukin 17 receptor D 
ENSOCUG00000016657	
ENSOCUG00000007372	ankyrin repeat and SOCS box containing 1 
ENSOCUG00000005157	cylicin 1 
ENSOCUG00000025353	
ENSOCUG00000011477	olfactory receptor family 11 subfamily H member 6 
ENSOCUG00000008346	LY6/PLAUR domain containing 6B 
ENSOCUG00000001537	TRAF3 interacting protein 1 
ENSOCUG00000026677	
ENSOCUG00000024338	
ENSOCUG00000004587	solute carrier family 2 member 2 
ENSOCUG00000008118	LY6/PLAUR domain containing 6 
ENSOCUG00000006428	ribosomal protein S6 kinase A6 
ENSOCUG00000010272	acid phosphatase, prostate 
ENSOCUG00000016045	
ENSOCUG00000017865	calcium/calmodulin dependent protein kinase II alpha 
ENSOCUG00000010228	olfactory receptor family 11 subfamily H member 7 (gene/pseudogene) 
ENSOCUG00000008124	methylmalonic aciduria and homocystinuria, cblD type 
ENSOCUG00000005972	HESX homeobox 1 
ENSOCUG00000007374	ATPase H+/K+ transporting non-gastric alpha2 subunit 
ENSOCUG00000017584	olfactory receptor family 11 subfamily H member 4 
ENSOCUG00000006823	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 
ENSOCUG00000021166	
ENSOCUG00000005343	tetratricopeptide repeat domain 5 
ENSOCUG00000011406	
ENSOCUG00000009862	structural maintenance of chromosomes 1B 
ENSOCUG00000014482	plexin domain containing 2 
ENSOCUG00000001751	Rho family GTPase 3 
ENSOCUG00000006966	acyl-CoA dehydrogenase, very long chain 
ENSOCUG00000003332	family with sequence similarity 186 member B 
ENSOCUG00000021423	
ENSOCUG00000001649	
ENSOCUG00000001750	pre-mRNA processing factor 40 homolog B 
ENSOCUG00000026795	
ENSOCUG00000004687	follistatin 
ENSOCUG00000026185	RNA binding motif protein 43 
ENSOCUG00000004598	TRAF2 and NCK interacting kinase 
ENSOCUG00000027746	
ENSOCUG00000002956	copine 4 
ENSOCUG00000001001	N-myc and STAT interactor 
ENSOCUG00000002301	cyclin B1 interacting protein 1 
ENSOCUG00000022888	
ENSOCUG00000009310	transmembrane protein 18 
ENSOCUG00000015999	
ENSOCUG00000027103	Cytochrome P450 2C16  
ENSOCUG00000002303	poly(ADP-ribose) polymerase 2 
ENSOCUG00000024588	
ENSOCUG00000002951	mitochondrial ribosomal protein L3 
ENSOCUG00000026007	
ENSOCUG00000003698	Kruppel like factor 3 
ENSOCUG00000029630	family with sequence similarity 150 member B 
ENSOCUG00000014876	ADP ribosylation factor like GTPase 5B 
ENSOCUG00000012876	acid phosphatase 1, soluble 
ENSOCUG00000013688	TNF alpha induced protein 6 
ENSOCUG00000012286	ankyrin repeat and SOCS box containing 14 
ENSOCUG00000003701	toll like receptor 10 
ENSOCUG00000000790	NADH:ubiquinone oxidoreductase subunit S4 
ENSOCUG00000000903	highly divergent homeobox 
ENSOCUG00000008448	ADP ribosylation factor like GTPase 15 
ENSOCUG00000001824	toll like receptor 1 
ENSOCUG00000024729	heat shock protein family B (small) member 3 
ENSOCUG00000006031	toll like receptor 6 
ENSOCUG00000014870	NOP2/Sun RNA methyltransferase family member 6 
ENSOCUG00000002312	telomerase associated protein 1 
ENSOCUG00000009603	family with sequence similarity 114 member A1 
ENSOCUG00000001754	formin like 3 
ENSOCUG00000027774	
ENSOCUG00000021214	
ENSOCUG00000009831	sorting nexin 18 
ENSOCUG00000000752	
ENSOCUG00000023587	family with sequence similarity 118 member A 
ENSOCUG00000029689	
ENSOCUG00000014696	
ENSOCUG00000024621	
ENSOCUG00000023135	
ENSOCUG00000006833	
ENSOCUG00000022491	
ENSOCUG00000021447	
ENSOCUG00000017435	replication timing regulatory factor 1 
ENSOCUG00000029548	
ENSOCUG00000017064	uroplakin 3A 
ENSOCUG00000003369	apolipoprotein O like 
ENSOCUG00000014849	voltage-dependent L-type calcium channel subunit beta-2  
ENSOCUG00000000579	transmembrane protein 156 
ENSOCUG00000027441	
ENSOCUG00000000320	family with sequence similarity 110 member C 
ENSOCUG00000025549	
ENSOCUG00000010438	kelch like family member 5 
ENSOCUG00000027987	
ENSOCUG00000001886	KIAA0930 
ENSOCUG00000027858	
ENSOCUG00000004716	WD repeat domain 19 
ENSOCUG00000010085	
ENSOCUG00000011604	endothelial cell specific molecule 1 
ENSOCUG00000008873	granzyme K 
ENSOCUG00000025005	arylsulfatase family member I 
ENSOCUG00000003848	treacle ribosome biogenesis factor 1 
ENSOCUG00000025545	
ENSOCUG00000026674	
ENSOCUG00000023926	zinc finger protein 711 
ENSOCUG00000017458	nebulin 
ENSOCUG00000026686	fibronectin type III and SPRY domain containing 2 
ENSOCUG00000015236	
ENSOCUG00000025772	discs large MAGUK scaffold protein 4 
ENSOCUG00000027643	nucleoporin 50 
ENSOCUG00000008812	premature ovarian failure, 1B 
ENSOCUG00000004739	replication factor C subunit 1 
ENSOCUG00000015246	cell division cycle 20B 
ENSOCUG00000015267	glutathione peroxidase 8 (putative) 
ENSOCUG00000026885	multiciliate differentiation and DNA synthesis associated cell cycle protein 
ENSOCUG00000023296	
ENSOCUG00000007540	PHD finger protein 21B 
ENSOCUG00000002067	
ENSOCUG00000006413	cyclin O 
ENSOCUG00000006449	adaptor related protein complex 3 beta 2 subunit 
ENSOCUG00000008630	
ENSOCUG00000001847	transmembrane BAX inhibitor motif containing 6 
ENSOCUG00000012819	CHM, Rab escort protein 1 
ENSOCUG00000004454	DExH-box helicase 29 
ENSOCUG00000017323	
ENSOCUG00000000823	phosphodiesterase 12 
ENSOCUG00000027507	vitamin D (1,25- dihydroxyvitamin D3) receptor 
ENSOCUG00000009941	RUN and cysteine rich domain containing beclin 1 interacting protein like 
ENSOCUG00000014187	KIAA1024 
ENSOCUG00000014089	phospholipase D1 
ENSOCUG00000000824	ADP ribosylation factor 4 
ENSOCUG00000004308	
ENSOCUG00000003863	CD74 molecule 
ENSOCUG00000004513	dachshund family transcription factor 2 
ENSOCUG00000011609	
ENSOCUG00000001050	zinc finger AN1-type containing 6 
ENSOCUG00000027377	
ENSOCUG00000000826	DENN domain containing 6A 
ENSOCUG00000004660	fumarylacetoacetate hydrolase 
ENSOCUG00000013629	collagen type II alpha 1 chain 
ENSOCUG00000009086	klotho beta 
ENSOCUG00000001826	kelch like family member 4 
ENSOCUG00000014059	leucine rich repeat containing 63 
ENSOCUG00000022621	kelch like family member 33 
ENSOCUG00000011509	
ENSOCUG00000009091	
ENSOCUG00000001851	NCK associated protein 5 like 
ENSOCUG00000014837	solute carrier family 39 member 12 
ENSOCUG00000005020	O-sialoglycoprotein endopeptidase 
ENSOCUG00000017943	lymphocyte cytosolic protein 1 
ENSOCUG00000004463	Ski2 like RNA helicase 2 
ENSOCUG00000011515	N-deacetylase and N-sulfotransferase 1 
ENSOCUG00000006068	protein phosphatase 6 regulatory subunit 3 
ENSOCUG00000009096	lipoic acid synthetase 
ENSOCUG00000025713	asialoglycoprotein receptor 1 
ENSOCUG00000003247	mannose receptor, C type 1 
ENSOCUG00000001545	BCDIN3 domain containing RNA methyltransferase 
ENSOCUG00000011476	Fas apoptotic inhibitory molecule 2 
ENSOCUG00000005022	apurinic/apyrimidinic endodeoxyribonuclease 1 
